geogname	lat	long
Rue de l'Abbé Groult	48.839224	2.2971438
Rue de l'Abbé Patureau	48.8893134	2.341817
Rue de l'Abbé Roger Derry	48.8504553	2.3019551
Rue de l'Abbé Rousselot	48.8893927	2.3007325
Rue de l'Abbé Soulange-Bodin	48.8357895	2.3176043
Rue de Laborde	48.8756822	2.3196154
Rue de l'Abreuvoir	48.8882424	2.338944
Rue de l'Adjudant Réau	48.8675497	2.4055376
Rue de l'Agent Bailly	48.8784577	2.3418836
Rue de Laghouat	48.888	2.3560627
Rue de l'Aisne	48.8906327	2.3826155
Rue de l'Alboni	48.8576292	2.2855074
Rue de l'Ambroisie	48.8342059	2.385536
Rue de l'Amiral Cloué	48.8474376	2.2737323
Rue de l'Amiral Courbet	48.8692753	2.2828786
Rue de l'Amiral de Coligny	48.8599617	2.3403635
Rue de l'Amiral d'Estaing	48.8672342	2.2932873
Rue de l'Amiral Hamelin	48.8672724	2.2921123
Rue de l'Amiral la Roncière le Noury	48.8362738	2.4083599
Rue de l'Amiral Mouchez	48.8227894	2.3417109
Rue de l'Amiral Roussin	48.8435365	2.2998689
Rue de l'Ancienne Comédie	48.8528043	2.338749
Rue de Lancry	48.8708566	2.3614326
Rue de Langeac	48.8357177	2.2923638
Rue de Lanneau	48.8483269	2.3466249
Rue de l'Annonciation	48.8566821	2.2792981
Rue de Lappe	48.853738	2.3726477
Rue de l'Aqueduc	48.8819162	2.3628856
Rue de l'Arbalète	48.8400845	2.347926
Rue de l'Arbre Sec	48.8604178	2.3423625
Rue de l'Arc de Triomphe	48.8772789	2.2934864
Rue de l'Arcade	48.8726119	2.3239916
Rue de l'Argonne	48.8933884	2.3834973
Rue de l'Arioste	48.8414196	2.2551419
Rue de l'Armée d'Orient	48.8872744	2.3346534
Rue de l'Armorique	48.8394762	2.3147158
Rue de l'Arrivée	48.8431971	2.3217154
Rue de l'Arsenal	48.8507047	2.3662067
Rue de l'Asile Popincourt	48.8598674	2.3745672
Rue de l'Assomption	48.854427	2.2702291
Rue de Lasteyrie	48.8714463	2.2843249
Rue de l'Atlas	48.8753938	2.3764409
Rue de Latran	48.8498021	2.3459659
Rue de l'Aubrac	48.8346054	2.3862302
Rue de l'Aude	48.8266509	2.3336947
Rue de l'Ave Maria	48.8530446	2.359937
Rue de l'Avenir	48.8718406	2.39597
Rue de l'Avre	48.8485416	2.2984659
Rue de l'Echaudé	48.8541813	2.336225
Rue de l'École de Médecine	48.8508736	2.3413166
Rue de l'École Polytechnique	48.8479769	2.3473562
Rue de l'Elysée	48.8687637	2.3164283
Rue de l'Elysée Ménilmontant	48.8690166	2.3859936
Rue de l'Empereur Julien	48.8262518	2.3376748
Rue de l'Empereur Valentinien	48.8262518	2.3376748
Rue de l'Encheval	48.8790863	2.3896903
Rue de l'Épée de Bois	48.841562	2.350821
Rue de l'Ermitage	48.8712105	2.3918767
Rue de l'Escaut	48.8930165	2.3737741
Rue de Lesdiguières	48.8526306	2.3668234
Rue de l'Espérance	48.8260105	2.3474845
Rue de l'Essai	48.8390485	2.358539
Rue de Lesseps	48.8587589	2.4001958
Rue de l'Est	48.8709592	2.394562
Rue de l'Estrapade	48.8447983	2.3466527
Rue de l'Eure	48.8326871	2.3216514
Rue de Lévis	48.8836983	2.3138042
Rue de l'Exposition	48.8576529	2.3029894
Rue de l'Harmonie	48.8321152	2.3071188
Rue de l'Hirondelle	48.853497	2.343412
Rue de l'Hôpital Saint-Louis	48.8751268	2.3651283
Rue de l'Hôtel Colbert	48.8517031	2.3487225
Rue de l'Hôtel de ville	48.8539898	2.3568615
Rue de l'Hôtel Saint-Paul	48.8542904	2.3637435
Rue de Libourne	48.8318624	2.3868106
Rue de Liège	48.8795572	2.3265172
Rue de Lille	48.8595869	2.326156
Rue de l'Indre	48.8633653	2.4041168
Rue de l'Industrie	48.8226065	2.3570888
Rue de l'Ingénieur Robert Keller	48.8477531	2.2826115
Rue de Lisbonne	48.8776255	2.3125647
Rue de l'Isly	48.8747871	2.3251669
Rue de Lobau	48.8560263	2.3532601
Rue de l'Odéon	48.8514123	2.3386949
Rue de Logelbach	48.8811834	2.3085888
Rue de l'Oise	48.8901796	2.382186
Rue de Londres	48.8777327	2.3273074
Rue de Longchamp	48.8655418	2.2831628
Rue de l'Oratoire	48.8616504	2.3402746
Rue de l'Orillon	48.8700946	2.3759716
Rue de l'Orme	48.878512	2.4001279
Rue de Lorraine	48.8855046	2.3835037
Rue de Lota	48.8672462	2.2760213
Rue de l'Ouest	48.8350427	2.3173445
Rue de l'Ourcq	48.8919936	2.379769
Rue de Lourmel	48.8433897	2.2863205
Rue de Louvois	48.86827	2.3373146
Rue de Lunéville	48.8870602	2.3872424
Rue de l'Université	48.8610269	2.3141312
Rue de Lutèce	48.8549998	2.3468739
Rue de Luynes	48.8550335	2.3263077
Rue de Lyon	48.8487055	2.3711392
Rue de l'Yvette	48.8531322	2.2669577
Rue de Madagascar	48.8353381	2.3976792
Rue de Madrid	48.8782936	2.3200101
Rue de Magdebourg	48.8648304	2.2889741
Rue de Malte	48.8657841	2.3676966
Rue de Marengo	48.8617788	2.3392849
Rue de Marignan	48.8686496	2.3063851
Rue de Marivaux	48.8708171	2.3374436
Rue de Marseille	48.8715652	2.3635049
Rue de Martignac	48.8579596	2.3185232
Rue de Maubeuge	48.8793191	2.3482824
Rue de Mazagran	48.870753	2.3518151
Rue de Meaux	48.8827744	2.3756333
Rue de Médicis	48.8484275	2.3394752
Rue de Ménilmontant	48.8691221	2.3914438
Rue de Messine	48.8767335	2.310909
Rue de Metz	48.8706993	2.3546067
Rue de Mézières	48.8502696	2.3318134
Rue de Milan	48.8789898	2.3296107
Rue de Mirbel	48.8408125	2.3519337
Rue de Miromesnil	48.8762807	2.3157248
Rue de Mogador	48.8746237	2.3313624
Rue de Monbel	48.8875885	2.3089804
Rue de Monceau	48.8777442	2.3107185
Rue de Mondovi	48.8667929	2.3245106
Rue de Montebello	48.8293016	2.3024092
Rue de Montempoivre	48.8401472	2.4066778
Rue de Montenotte	48.8776509	2.295214
Rue de Montevideo	48.8673996	2.2740074
Rue de Montfaucon	48.8528535	2.3358179
Rue de Montholon	48.876595	2.346071
Rue de Mont-Louis	48.8582729	2.3886848
Rue de Montmorency	48.8630853	2.3551016
Rue de Montpensier	48.8650104	2.336907
Rue de Montreuil	48.8504475	2.3909872
Rue de Monttessuy	48.8595518	2.2992192
Rue de Montyon	48.8730904	2.344679
Rue de Moscou	48.880775	2.3244876
Rue de Moussy	48.8579968	2.3558652
Rue de Mouzaïa	48.8803161	2.3950304
Rue de Mulhouse	48.8687703	2.346869
Rue de Musset	48.8419266	2.264121
Rue de Nancy	48.8722534	2.35891
Rue de Nantes	48.8920595	2.3817077
Rue de Naples	48.8795256	2.3182274
Rue de Narbonne	48.8531266	2.3246694
Rue de Navarin	48.8797191	2.3386103
Rue de Navarre	48.8443626	2.3530466
Rue de Nemours	48.8656407	2.3725623
Rue de Nesle	48.8553718	2.338663
Rue de Nevers	48.8557348	2.3393543
Rue de Nice	48.8549139	2.3905328
Rue de Noisiel	48.868962	2.2779109
Rue de Normandie	48.8630955	2.3642242
Rue de Palestine	48.8761358	2.3895496
Rue de Palestro	48.8657439	2.3517215
Rue de Pali-Kao	48.8701198	2.3812645
Rue de Panama	48.8876306	2.3530676
Rue de Paradis	48.875142	2.3518678
Rue de Parme	48.8813012	2.3284872
Rue de Passy	48.8577432	2.2796933
Rue de Patay	48.8263459	2.3734292
Rue de Penthièvre	48.8726543	2.3149794
Rue de Perceval	48.8372883	2.3211196
Rue de Périgueux	48.8843377	2.3957266
Rue de Phalsbourg	48.882809	2.308973
Rue de Picardie	48.8638025	2.362786
Rue de Picpus	48.8416963	2.3984049
Rue de Plaisance	48.8329336	2.3190601
Rue de Plélo	48.8403526	2.2874025
Rue de Poissy	48.8491064	2.3525457
Rue de Poitiers	48.8589056	2.3260798
Rue de Poitou	48.8615357	2.3631709
Rue de Pomereu	48.8674303	2.2779242
Rue de Pommard	48.8360061	2.3844729
Rue de Pondichéry	48.8501658	2.2965164
Rue de Pont À Mousson	48.8981345	2.3240054
Rue de Ponthieu	48.8711006	2.3083435
Rue de Pontoise	48.8495574	2.3517568
Rue de Port-Mahon	48.8694691	2.3340568
Rue de Pouy	48.8276055	2.3507548
Rue de Prague	48.8490721	2.3759601
Rue de Presbourg	48.8722894	2.2948534
Rue de Presles	48.8525684	2.2967783
Rue de Prony	48.8823899	2.3040725
Rue de Provence	48.8742741	2.3342856
Rue de Quatrefages	48.8429908	2.3543357
Rue de Rambervillers	48.8413311	2.4058802
Rue de Rambouillet	48.8436201	2.3797836
Rue de Reims	48.828951	2.3725203
Rue de Rémusat	48.847871	2.2722018
Rue de Rennes	48.8491398	2.3288698
Rue de Reuilly	48.8447754	2.389605
Rue de Richelieu	48.8676817	2.3378996
Rue de Richemont	48.8279942	2.3693897
Rue de Ridder	48.8318649	2.3108397
Rue de Rigny	48.8753058	2.3190628
Rue de Rivoli	48.8604178	2.3423625
Rue de Rochechouart	48.8797875	2.3460656
Rue de Rocroy	48.8801289	2.3509976
Rue de Rohan	48.8628108	2.3353467
Rue de Romainville	48.8774379	2.4026206
Rue de Rome	48.880902	2.3211028
Rue de Rouen	48.8877151	2.3739779
Rue de Rungis	48.8218997	2.3448935
Rue de Saïgon	48.8745425	2.2899762
Rue de Saint-Marceaux	48.8900404	2.3019186
Rue de Saintonge	48.8624866	2.3633351
Rue de Saint-Pétersbourg	48.88098	2.3249836
Rue de Saint-Quentin	48.8783574	2.3555958
Rue de Saint-Simon	48.8564187	2.3240762
Rue de Sambre-et-Meuse	48.8748068	2.3715932
Rue de Saussure	48.8873332	2.3120036
Rue de Savies	48.8715196	2.3908667
Rue de Savoie	48.8543359	2.3413467
Rue de Schomberg	48.8494187	2.363414
Rue de Seine	48.8545182	2.3369031
Rue de Senlis	48.8878787	2.2976727
Rue de Sévigné	48.8569076	2.3628486
Rue de Sèvres	48.8485468	2.3207749
Rue de Sèze	48.8703688	2.3267103
Rue de Sfax	48.8710327	2.2835673
Rue de Siam	48.862195	2.2747616
Rue de Sofia	48.8846572	2.3488235
Rue de Soissons	48.8855292	2.3714908
Rue de Sontay	48.8710327	2.2835673
Rue de Staël	48.8435394	2.3103663
Rue de Ste Hélène	48.8192289	2.3527958
Rue de Steinkerque	48.8837486	2.3435591
Rue de Stockholm	48.8770562	2.3220617
Rue de Suez	48.8876306	2.3530676
Rue de Sully	48.8512093	2.3626827
Rue de Surène	48.8711849	2.320045
Rue de Talleyrand	48.8583859	2.3153127
Rue de Tanger	48.886628	2.3692989
Rue de Téhéran	48.876643	2.3127809
Rue de Terre Neuve	48.8547254	2.3988189
Rue de Thann	48.8811745	2.3094708
Rue de Thionville	48.8892372	2.3834669
Rue de Thorigny	48.8598724	2.3630201
Rue de Thorins	48.8331577	2.3885896
Rue de Tilsitt	48.8752541	2.2953952
Rue de Tlemcen	48.8648352	2.3879523
Rue de Tocqueville	48.8859574	2.3095919
Rue de Tolbiac	48.8261726	2.3591227
Rue de Tombouctou	48.8843183	2.3560694
Rue de Torcy	48.8912843	2.3626671
Rue de Toul	48.839253	2.4025591
Rue de Toulouse	48.8854893	2.3954873
Rue de Tournon	48.8509402	2.3371385
Rue de Tourtille	48.8716499	2.3810115
Rue de Tracy	48.8679988	2.3529835
Rue de Traktir	48.8729402	2.2914192
Rue de Trétaigne	48.8922647	2.3423863
Rue de Trévise	48.8740484	2.3453323
Rue de Tunis	48.8498439	2.3955062
Rue de Turbigo	48.8649146	2.3536726
Rue de Turenne	48.8594525	2.3645432
Rue de Turin	48.8809618	2.3247093
Rue de Valence	48.83799	2.3498926
Rue de Valenciennes	48.8782056	2.3555541
Rue de Valois	48.8639224	2.3381678
Rue de Varenne	48.854954	2.3199539
Rue de Varize	48.8413359	2.2575935
Rue de Vaucouleurs	48.869162	2.3775177
Rue de Vaugirard	48.843235	2.3136037
Rue de Venise	48.8611302	2.3510379
Rue de Ventadour	48.8667093	2.3343088
Rue de Verneuil	48.8579484	2.329297
Rue de Vézelay	48.8778381	2.3147954
Rue de Viarmes	48.8628759	2.3423024
Rue de Vichy	48.833781	2.2944928
Rue de Vienne	48.8770325	2.3218149
Rue de Villafranca	48.8316088	2.3034829
Rue de Villersexel	48.8588158	2.3248555
Rue de Vimoutiers	48.8316843	2.370964
Rue de Vintimille	48.8823124	2.3290493
Rue de Viroflay	48.8425403	2.3003629
Rue de Vouillé	48.8343634	2.3064794
Rue de Wattignies	48.8358804	2.3961095
Rue Debelleyme	48.861678	2.3632448
Rue Debrousse	48.8648793	2.2991153
Rue Decamps	48.8640402	2.279565
Rue Decrès	48.832677	2.3144835
Rue Degas	48.8488345	2.2747343
Rue Deguerry	48.8686534	2.3732524
Rue Dejean	48.8875539	2.3500246
Rue Delaitre	48.8675896	2.3873157
Rue Delambre	48.8415903	2.3272255
Rue Delbet	48.830008	2.3198506
Rue Delesseux	48.8886861	2.3877159
Rue Delouvain	48.8756678	2.3882229
Rue Demarquay	48.8810662	2.358928
Rue d'Enghien	48.8719347	2.3513538
Rue Denis Poisson	48.8772828	2.2877627
Rue Deparcieux	48.8354034	2.3257414
Rue des 2 Avenues	48.827935	2.3578123
Rue des 2 Boules	48.8590441	2.3456888
Rue des 3 Couronnes	48.8675964	2.3760874
Rue des 3 Portes	48.8511094	2.3485896
Rue des 4 Frères Peignot	48.8463973	2.2831341
Rue des Abbesses	48.8848982	2.337454
Rue des Acacias	48.8768869	2.2916617
Rue des Alouettes	48.8781279	2.3855941
Rue des Amandiers	48.8659415	2.3897227
Rue des Amiraux	48.8946427	2.3506829
Rue des Anglais	48.850652	2.3475339
Rue des Annelets	48.8779689	2.3894661
Rue des Apennins	48.8917301	2.3230437
Rue des Arbustes	48.8285181	2.3088114
Rue des Archives	48.8605727	2.3574609
Rue des Ardennes	48.8888061	2.3859351
Rue des Arènes	48.8449669	2.3538221
Rue des Arquebusiers	48.8591626	2.3670324
Rue des Artistes	48.8265214	2.334623
Rue des Balkans	48.8608494	2.4066102
Rue des Barres	48.8553427	2.355261
Rue des Batignolles	48.8845649	2.3215448
Rue des Bauches	48.8557531	2.2744619
Rue des Beaux Arts	48.8563959	2.3355933
Rue des Belles Feuilles	48.8682779	2.2806513
Rue des Bergers	48.8431942	2.2813822
Rue des Berges Hennequines	48.8252908	2.3378532
Rue des Bernardins	48.8496254	2.3503331
Rue des Blancs Manteaux	48.8592673	2.3564761
Rue des Bluets	48.8647416	2.3829489
Rue des Bois	48.8783162	2.398357
Rue des Bois & Rue de l'Orme	48.8785481	2.4001199
Rue des Bons Enfants	48.8631742	2.3384796
Rue des Boulangers	48.8459382	2.3529398
Rue des Boulets	48.8507022	2.3903528
Rue des Bourdonnais	48.8594979	2.3446625
Rue des Cadets de la France libre	48.8287835	2.377125
Rue des Camélias	48.8288845	2.3087231
Rue des Canettes	48.8518265	2.3337301
Rue des Capucines	48.8689074	2.3294183
Rue des Carmes	48.8493704	2.3476969
Rue des Carrières d'Amérique	48.8847558	2.393004
Rue des Cascades	48.870845	2.391083
Rue des Cendriers	48.8656816	2.3872477
Rue des Cévennes	48.8428285	2.2800261
Rue des Chantiers	48.8490432	2.3546992
Rue des Chantres	48.8537634	2.3515661
Rue des Chartreux	48.841979	2.3352022
Rue des Chaufourniers	48.87828	2.3730748
Rue des Cheminets	48.8877449	2.3985094
Rue des cinq Diamants	48.8288967	2.3508337
Rue des Ciseaux	48.8533627	2.3341238
Rue des Colonels Renard	48.8780409	2.2916158
Rue des Colonnes	48.8695388	2.3394783
Rue des Colonnes du Trône	48.8464907	2.3985832
Rue des Cordelières	48.8340954	2.348928
Rue des Cottages	48.8906715	2.3374688
Rue des Couronnes	48.8702333	2.384593
Rue des Coutures Saint-Gervais	48.8601133	2.3623145
Rue des Dames	48.8837632	2.3212034
Rue des Dardanelles	48.8818703	2.2851713
Rue des Déchargeurs	48.8597535	2.3460793
Rue des Degrés	48.8694654	2.3506179
Rue des Deux Gares	48.8784278	2.3576073
Rue des Deux Ponts	48.8518383	2.3565574
Rue des Dunes	48.875798	2.3791852
Rue des Eaux	48.8569405	2.2855086
Rue des Écluses Saint-Martin	48.876701	2.3671136
Rue des Ecouffes	48.8567563	2.3585567
Rue des Entrepreneurs	48.8446668	2.2905017
Rue des Envierges	48.8723034	2.3877121
Rue des Epinettes	48.8957596	2.3229135
Rue des Favorites	48.8382631	2.304005
Rue des Fermiers	48.8868131	2.3116885
Rue des Fêtes	48.8761926	2.392097
Rue des Feuillantines	48.8416955	2.3423915
Rue des Filles du Calvaire	48.8626049	2.3657745
Rue des Filles Saint-Thomas	48.8688782	2.3395169
Rue des Fillettes	48.8944286	2.3633364
Rue des Fonds Verts	48.8370239	2.3906574
Rue des Fontaines du Temple	48.8656452	2.3592512
Rue des Forges	48.867938	2.348876
Rue des Fossés Saint-Bernard	48.848451	2.3546915
Rue des Fossés Saint-Jacques	48.8456947	2.3441745
Rue des Fossés Saint-Marcel	48.838903	2.3561023
Rue des Fougères	48.8722233	2.4105764
Rue des Francs Bourgeois	48.8577417	2.360618
Rue des Frères d'Astier de la Vigerie	48.824031	2.3631054
Rue des Frères Flavien	48.8764043	2.4123129
Rue des Frères Morane	48.8414958	2.2915386
Rue des Frères Périer	48.8649903	2.2998776
Rue des Frigos	48.8310682	2.3798466
Rue des Gardes	48.8860388	2.353004
Rue des Gâtines	48.8657626	2.3983328
Rue des Glycines	48.8227894	2.344867
Rue des Goncourt	48.8695186	2.3721047
Rue des Grands Augustins	48.8543995	2.3406973
Rue des Grands Champs	48.8511609	2.4037212
Rue des Grands Degrés	48.8514112	2.3493532
Rue des Grands Moulins	48.8278462	2.3772142
Rue des Gravilliers	48.8641972	2.355456
Rue des Guillemites	48.8583824	2.3576337
Rue des Haies	48.8540441	2.4026889
Rue des Halles	48.8595699	2.3468647
Rue des Haudriettes	48.8616026	2.357525
Rue des Hautes Formes	48.8275372	2.3657068
Rue des Hospitalières Saint-Gervais	48.8580129	2.3589589
Rue des immeubles Industriels	48.8498368	2.3926427
Rue des Innocents	48.8604723	2.3474822
Rue des Iris	48.8225439	2.3449066
Rue des Irlandais	48.8443207	2.3460789
Rue des Islettes	48.8847897	2.3507838
Rue des Jardiniers	48.834121	2.3958077
Rue des Jardins Saint-Paul	48.8535711	2.3607322
Rue des Jonquilles	48.8303038	2.3089611
Rue des Juges Consuls	48.85896	2.351587
Rue des Lavandières Sainte-Opportune	48.8588555	2.3461972
Rue des Lilas	48.8793037	2.3964219
Rue des Lions Saint-Paul	48.8523932	2.3622383
Rue des Liserons	48.8224522	2.3451347
Rue des Lombards	48.8595223	2.3488096
Rue des Longues Raies	48.8212397	2.3470951
Rue des Lyanes	48.863434	2.4051367
Rue des Lyonnais	48.8383621	2.3466901
Rue des Mâconnais	48.8328231	2.388968
Rue des Malmaisons	48.8214267	2.3620703
Rue des Maraîchers	48.8525173	2.406698
Rue des Marchais	48.8841149	2.3980584
Rue des Marguettes	48.8430144	2.4079408
Rue des Mariniers	48.8269842	2.312217
Rue des Marmousets	48.8362006	2.3501704
Rue des Maronites	48.8682595	2.3839876
Rue des Martyrs	48.8807438	2.3402544
Rue des Mathurins	48.873231	2.3254571
Rue des Mauvais Garçons	48.8570731	2.3552721
Rue des Messageries	48.8763654	2.3495814
Rue des Meuniers	48.8347174	2.3965893
Rue des Mignottes	48.87987	2.3917203
Rue des Minimes	48.8571928	2.3661422
Rue des Moines	48.8902778	2.3207737
Rue des Montiboeufs	48.8668253	2.4046279
Rue des Morillons	48.8326373	2.3010209
Rue des Moulins	48.8664767	2.3349241
Rue des Mûriers	48.8645465	2.391415
Rue des Nanettes	48.8644021	2.3837228
Rue des Nonnains d'Hyères	48.8539361	2.3583231
Rue des Oiseaux	48.86293	2.3617966
Rue des Orchidées	48.8227877	2.345355
Rue des Orfèvres	48.8588297	2.345407
Rue des Ormeaux	48.8511206	2.4000612
Rue des Orteaux	48.8562863	2.4043083
Rue des Panoramas	48.8700855	2.341198
Rue des Panoyaux	48.8667558	2.3872172
Rue des Partants	48.8651482	2.3911535
Rue des Patriarches	48.8410318	2.3507111
Rue des Pâtures	48.8492386	2.275021
Rue des Pavillons	48.8727787	2.3970971
Rue des Perchamps	48.8486287	2.267345
Rue des Périchaux	48.8302445	2.2984675
Rue des Petits Carreaux	48.8673654	2.3473255
Rue des Petits Champs	48.866831	2.3365718
Rue des Petits Hôtels	48.8774642	2.353378
Rue des Petits Pères	48.866244	2.3406315
Rue des Peupliers	48.8236407	2.3532385
Rue des Pirogues de Bercy	48.832863	2.3870636
Rue des Plantes	48.8283072	2.3217283
Rue des Plâtrières	48.8678803	2.3896237
Rue des Poissonniers	48.8941887	2.3528648
Rue des Poitevins	48.8524633	2.3426731
Rue des Portes Blanches	48.89184	2.3498477
Rue des Prairies	48.8625993	2.4032174
Rue des Prêcheurs	48.8620972	2.3483217
Rue des Prêtres Saint-Germain l'Auxerrois	48.8592422	2.341321
Rue des Prêtres Saint-Séverin	48.8520297	2.3451643
Rue des Prouvaires	48.8617796	2.3443028
Rue des Pruniers	48.8643129	2.3910094
Rue des Pyramides	48.8652743	2.3332138
Rue des Pyrénées	48.8613551	2.4002951
Rue des Quatre Vents	48.851765	2.3374097
Rue des Quatre-Fils	48.8606451	2.3593771
Rue des Rasselins	48.8548622	2.408809
Rue des Récollets	48.8746733	2.3609787
Rue des Reculettes	48.8319964	2.3513268
Rue des Renaudes	48.8805623	2.29807
Rue des Rigoles	48.8725598	2.3925161
Rue des Rondeaux	48.8630028	2.3978367
Rue des Rondonneaux	48.8636437	2.3991005
Rue des Roses	48.8932539	2.3614198
Rue des Rosiers	48.8570695	2.3596246
Rue des Sablons	48.8654015	2.2832352
Rue des Saints-Pères	48.8552578	2.3308624
Rue des Saules	48.8892047	2.3400522
Rue des Saussaies	48.8713497	2.3177706
Rue des Solitaires	48.8767733	2.3905929
Rue des Suisses	48.8306514	2.3142419
Rue des Taillandiers	48.8540239	2.3753841
Rue des Tanneries	48.8335287	2.3459177
Rue des Tapisseries	48.8885258	2.3076568
Rue des Tennis	48.8952851	2.3295645
Rue des Terres au Curé	48.8244545	2.3720584
Rue des Thermopyles	48.8327653	2.3187816
Rue des Tourelles	48.874916	2.4055172
Rue des Tournelles	48.8559528	2.3673307
Rue des Trois Bornes	48.8668839	2.373347
Rue des Trois Frères	48.8850588	2.3401895
Rue des Ursins	48.8543918	2.3510417
Rue des Ursulines	48.8427515	2.3413472
Rue des Vertus	48.8643001	2.3578496
Rue des Vignes	48.8558099	2.2759236
Rue des Vignoles	48.8545554	2.4005944
Rue des Vinaigriers	48.8731739	2.3612292
Rue des Volontaires	48.8414865	2.3079491
Rue des Volubilis	48.8227778	2.3445709
Rue des Wallons	48.838579	2.3595478
Rue Desaix	48.853178	2.2934187
Rue Desargues	48.8700946	2.3759716
Rue Desbordes-Valmore	48.8605931	2.2770425
Rue Descartes	48.8461706	2.3491036
Rue Descombes	48.8849647	2.2924821
Rue Descos	48.8410966	2.3878331
Rue Desgenettes	48.862397	2.3096536
Rue Désiré Ruggieri	48.8944475	2.335349
Rue Désirée	48.8646312	2.3920695
Rue Desnouettes	48.8358632	2.2892593
Rue Desprez	48.8347885	2.3155244
Rue d'Estrées	48.8514963	2.3107313
Rue d'Eupatoria	48.8688111	2.3872854
Rue d'Hauteville	48.8739709	2.3505623
Rue d'Hautpoul	48.8838939	2.3876397
Rue d'Héliopolis	48.8850647	2.2938148
Rue Diard	48.8907737	2.3414286
Rue Didot	48.8296822	2.3179958
Rue Dieu	48.870253	2.3644187
Rue Dieudonné Costes	48.8206246	2.3701694
Rue Dieulafoy	48.8233214	2.3549004
Rue d'Italie	48.8241442	2.3549139
Rue d'Odessa	48.8421245	2.3246056
Rue d'Olivet	48.8497114	2.3199637
Rue Dolomieu	48.8427216	2.3526982
Rue Domat	48.8508514	2.3468799
Rue Dombasle	48.8357855	2.2990083
Rue Dominique Pado	48.8365034	2.2895822
Rue Donizetti	48.848354	2.2649342
Rue d'Oradour-sur-Glane	48.8313188	2.2827967
Rue d'Oran	48.8889631	2.3536068
Rue d'Orchampt	48.8869156	2.3370616
Rue Dorian	48.8469569	2.3932826
Rue d'Ormesson	48.8552902	2.3625772
Rue d'Orsel	48.8837486	2.3435591
Rue d'Oslo	48.8926067	2.3297057
Rue Dosne	48.8697435	2.2814288
Rue Doudeauville	48.8884783	2.3535632
Rue d'Ouessant	48.8499958	2.2978246
Rue Dranem	48.8655944	2.3803533
Rue Drevet	48.8853546	2.3405637
Rue Drouot	48.8734577	2.3405983
Rue du 29 Juillet	48.8654934	2.3308308
Rue du 4 septembre	48.8696153	2.3364149
Rue du 8 Mai 1945	48.8761354	2.358264
Rue du Bac	48.8554648	2.3250388
Rue du Bac - René Char	48.8555536	2.3254941
Rue du Baigneur	48.8901527	2.3446199
Rue du Banquier	48.8354764	2.3559436
Rue du Bastion	48.8937671	2.3091496
Rue du Bessin	48.8312626	2.3052922
Rue du Bocage	48.8310091	2.3047428
Rue du Boccador	48.8668382	2.3026203
Rue du Bois de Boulogne	48.8750887	2.2869185
Rue du Borrégo	48.873218	2.4009593
Rue du Bouloi	48.863538	2.3406763
Rue du Bouquet de Longchamp	48.8657209	2.2906665
Rue du Bourg l'Abbé	48.8639837	2.3520284
Rue du Bourg Tibourg	48.8570609	2.3559066
Rue du Buis	48.8471876	2.2678033
Rue du Buisson Saint-Louis	48.8725311	2.3738174
Rue du Caire	48.8676435	2.3503839
Rue du Calvaire	48.8860595	2.3404192
Rue du Cambodge	48.8661627	2.3981502
Rue du Canada	48.8907051	2.3626375
Rue du Cange	48.8343892	2.3150021
Rue du Canivet	48.8501577	2.3339985
Rue du Capitaine Ferber	48.8663913	2.4063399
Rue du Capitaine Lagache	48.8921315	2.3255583
Rue du Capitaine Madon	48.8901282	2.327755
Rue du Capitaine Marchal	48.8671724	2.4050395
Rue du Capitaine Ménard	48.8454196	2.2806176
Rue du Capitaine Olchanski	48.8496626	2.265976
Rue du Capitaine Scott	48.8542995	2.2938115
Rue du Capitaine Tarron	48.8652108	2.4082942
Rue du Caporal Peugeot	48.8871695	2.2894875
Rue du Cardinal Dubois	48.8859013	2.3431628
Rue du Cardinal Guibert	48.8866468	2.342566
Rue du Cardinal Lemoine	48.8471118	2.3523647
Rue du Cardinal Mercier	48.8812262	2.3300842
Rue du Chaffault	48.8451828	2.4149689
Rue du Chalet	48.8736722	2.3735823
Rue du Champ de l'Alouette	48.8322631	2.3457411
Rue du Champ de Mars	48.8562439	2.3049176
Rue du Charolais	48.8420208	2.3850421
Rue du Chat Qui Pêche	48.853252	2.3462306
Rue du Chat Qui Pêche	48.8530776	2.3461285
Rue du Château	48.8349707	2.3206013
Rue du Château d'Eau	48.8709191	2.3588073
Rue du Château Landon	48.8818245	2.3630558
Rue du Château-des-Rentiers	48.8284052	2.3671055
Rue du Chemin Vert	48.8597561	2.3768623
Rue du Cher	48.8644045	2.4003346
Rue du Cherche-Midi	48.8480932	2.3237847
Rue du Chevaleret	48.8311444	2.3742152
Rue du Chevalier de la Barre	48.8874114	2.3441749
Rue du Chevalier de Saint-George	48.8681413	2.3247348
Rue du Chevet	48.8688653	2.3725955
Rue du Cimetière Saint-Benoist	48.8483304	2.3459307
Rue du Cirque	48.8695513	2.3135126
Rue du Cloître Saint-Merri	48.859052	2.351419
Rue du Cloître-Notre-Dame	48.8531411	2.350598
Rue du Clos	48.8575848	2.4073987
Rue du Clos Feuquières	48.8368476	2.2917925
Rue du Colisée	48.871086	2.3092373
Rue du Colonel Colonna d'Ornano	48.845121	2.3051204
Rue du Colonel Combes	48.8616849	2.3062908
Rue du Colonel Dominé	48.8200786	2.357573
